Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
1,4,45.0,6,58,4.93276,18701,1.3333,150.0,Dice Rolling,Children's Games
2,4,45.0,7,33,4.54545,18702,1.0,53.0,Roll / Spin and Move,Children's Games
2,6,120.0,12,59,5.01695,18703,1.4444,190.0,"Auction/Bidding, Roll / Spin and Move, Stock Holding",Wargames
2,8,60.0,8,69,5.12971,18704,1.5,162.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
3,6,20.0,10,132,5.28864,18705,1.6667,275.0,"Passed Action Token, Simultaneous Action Selection",Wargames
2,6,60.0,8,41,4.87317,18706,1.5,139.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,5,20.0,8,128,5.25313,18707,1.25,198.0,"Pattern Building, Set Collection","Abstract Games, Family Games"
2,99,60.0,14,72,4.93556,18708,0.0,319.0,Roll / Spin and Move,Unknown
2,6,40.0,10,662,5.44348,18709,1.7451,949.0,Set Collection,"Abstract Games, Family Games"
1,6,40.0,5,31,4.49548,18710,1.5,57.0,Hand Management,Children's Games
2,6,27.55843401232225,8,113,5.24417425922619,18711,1.0,209.0,"Rock-Paper-Scissors, Simultaneous Action Selection",Children's Games
2,2,180.0,12,39,5.00641,18712,2.375,228.0,"Dice Rolling, Hexagon Grid",Wargames
2,6,20.0,5,56,4.67679,18713,1.0,45.0,"Hexagon Grid, Memory",Children's Games
2,99,15.0,12,153,5.34967,18714,1.0,463.0,"Dice Rolling, Race",Party Games
4,8,60.0,8,47,4.80851,18715,1.6667,138.0,"Memory, Voting",Children's Games
2,2,120.0,12,71,5.16901,18716,2.2857,355.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation",Wargames
2,6,90.0,0,122,5.13246,18717,2.0,195.0,"Role Playing, Roll / Spin and Move",Unknown
2,6,45.0,8,38,4.65789,18718,2.0,86.0,Unknown,Customizable Games
2,6,90.0,8,37,4.71838,18719,0.0,55.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Unknown
2,99,10.0,4,32,4.50313,18720,1.0,75.0,Dice Rolling,Children's Games
2,10,20.0,8,584,5.48626,18721,1.1429,1281.0,Unknown,"Family Games, Party Games"
3,7,20.0,7,72,5.07986,18722,1.2,177.0,Set Collection,Children's Games
2,8,90.0,8,50,4.656,18723,1.5,126.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,5,60.0,10,72,5.08889,18724,1.8333,222.0,"Memory, Trading",Unknown
1,16,15.0,5,100,6.0661,18725,1.1667,172.0,Hand Management,Children's Games
2,6,45.0,8,38,4.69737,18726,1.0,81.0,"Campaign / Battle Card Driven, Role Playing, Roll / Spin and Move, Set Collection",Wargames
4,10,0.0,8,31,4.53226,18727,0.0,112.0,Unknown,Unknown
4,6,75.0,16,81,5.24753,18728,1.25,263.0,Roll / Spin and Move,Unknown
2,8,60.0,10,47,4.99149,18729,1.6667,236.0,"Commodity Speculation, Roll / Spin and Move, Stock Holding, Trading",Unknown
2,2,20.0,8,165,5.32578,18730,1.9474,330.0,Unknown,Abstract Games
2,4,30.0,8,115,5.22261,18731,1.2941,326.0,Set Collection,Unknown
2,4,30.0,10,44,4.71705,18732,1.1429,91.0,Unknown,Children's Games
2,6,120.0,8,38,4.78421,18733,1.5,105.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading","Wargames, Children's Games"
2,5,30.0,6,84,5.15238,18734,1.2,286.0,Take That,Children's Games
2,21,60.0,18,40,4.774,18735,1.5,122.0,"Acting, Dice Rolling, Role Playing",Unknown
2,36,90.0,12,674,5.47829,18736,1.7692,1764.0,Roll / Spin and Move,Children's Games
2,22,30.0,0,34,5.05794,18737,1.5,58.0,Unknown,Unknown
2,6,20.0,8,48,4.77083,18738,1.0,209.0,Unknown,Children's Games
2,4,90.0,12,42,6.5119,18739,0.0,18.0,"Area Majority / Influence, Campaign / Battle Card Driven, Deck Bag and Pool Building, Dice Rolling, Point to Point Movement, Simulation",Unknown
2,4,30.0,8,44,4.71477,18740,2.0,93.0,Dice Rolling,"Abstract Games, Children's Games"
2,6,30.0,6,73,5.21096,18741,1.2857,166.0,Role Playing,Children's Games
2,4,20.0,7,123,5.26309,18742,1.1538,357.0,"Point to Point Movement, Roll / Spin and Move",Children's Games
2,4,30.0,8,36,4.70833,18743,1.7143,125.0,"Area Movement, Roll / Spin and Move",Children's Games
2,4,60.0,12,61,4.875,18744,1.2,130.0,Unknown,Unknown
2,6,20.0,10,277,5.45412,18745,1.7097,837.0,"Hand Management, Tile Placement",Family Games
3,6,45.0,8,198,5.29293,18746,1.3333,289.0,Dice Rolling,Family Games
2,4,15.0,6,49,5.02449,18747,1.25,88.0,Dice Rolling,Children's Games
2,6,0.0,0,32,4.59062,18748,1.5,93.0,Unknown,Unknown
2,2,20.0,7,66,4.98636,18749,1.2857,212.0,Tile Placement,"Abstract Games, Children's Games"
2,6,30.0,7,61,5.06967,18750,2.0,166.0,Roll / Spin and Move,Abstract Games
3,5,1.0,6,79,5.12975,18751,1.0,208.0,Unknown,Children's Games
2,6,0.0,0,35,4.55143,18752,2.0,132.0,Unknown,Unknown
2,4,17.492955138254036,6,117,5.259917137599206,18753,1.0,248.0,Unknown,Children's Games
2,5,90.0,10,59,5.02712,18754,2.0,228.0,"Secret Unit Deployment, Tile Placement, Variable Player Powers",Unknown
2,4,17.246220093257115,5,59,4.956716497718253,18755,1.0,229.0,"Memory, Player Elimination, Storytelling",Children's Games
2,5,30.0,10,34,4.5,18756,1.75,62.0,"Hand Management, Tile Placement",Unknown
1,5,60.0,15,60,4.91667,18757,1.0,216.0,Unknown,Unknown
2,4,20.0,7,65,4.84308,18758,1.0,172.0,Dice Rolling,Children's Games
2,6,90.0,12,64,4.96719,18759,2.0,155.0,Roll / Spin and Move,Unknown
2,5,30.0,10,71,5.03732,18760,1.6667,70.0,Hand Management,Abstract Games
2,6,30.0,6,47,4.72447,18761,1.1429,108.0,Unknown,Children's Games
2,4,5.0,0,48,4.86458,18762,1.8,25.0,Unknown,Abstract Games
2,12,30.0,13,1443,5.51388,18763,1.3817,2579.0,Roll / Spin and Move,Party Games
2,8,60.0,8,39,4.60769,18764,1.3333,61.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
3,5,40.0,10,44,4.67045,18765,1.6667,179.0,"Hand Management, Rock-Paper-Scissors",Unknown
2,4,30.0,8,30,4.26156,18766,0.0,112.0,"Action Points, Tile Placement",Children's Games
1,2,30.0,9,88,5.12045,18767,1.3636,648.0,"Area Majority / Influence, Dice Rolling",Unknown
2,4,15.0,3,51,5.01667,18768,1.0,94.0,"Memory, Roll / Spin and Move",Children's Games
2,6,20.0,7,35,4.53143,18769,1.6667,65.0,"Hand Management, Pattern Building",Children's Games
2,2,15.0,8,70,4.97671,18770,1.4667,191.0,"Dice Rolling, Hand Management, Memory, Pattern Recognition, Set Collection",Abstract Games
2,6,10.0,8,31,4.42581,18771,1.25,96.0,Unknown,Unknown
2,8,90.0,8,40,4.52625,18772,2.0,129.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,6,60.0,8,93,5.13419,18773,1.5,274.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,6,38.97185886721743,7,240,5.365226868492064,18774,1.5,540.0,"Dice Rolling, Point to Point Movement, Roll / Spin and Move",Family Games
2,4,30.0,8,60,4.9325,18775,1.0,113.0,"Card Drafting, Worker Placement","Abstract Games, Children's Games"
2,6,60.0,10,34,4.39706,18776,1.2,73.0,Action Points,Unknown
3,5,45.0,0,42,4.65119,18777,2.0,47.0,"Dice Rolling, Hand Management, Paper-and-Pencil",Unknown
1,2,0.0,7,58,5.05172,18778,1.0,78.0,Unknown,Abstract Games
2,10,30.0,8,93,5.23548,18779,1.75,220.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Unknown
2,5,30.0,6,30,4.45,18780,1.5,103.0,"Dice Rolling, Set Collection",Children's Games
2,4,20.0,5,40,4.795,18781,1.0,95.0,Roll / Spin and Move,Children's Games
1,99,15.0,6,30,4.4964,18782,1.6667,182.0,Dice Rolling,Unknown
1,362,120.0,12,60,4.95417,18783,3.5,179.0,"Dice Rolling, Events, Paper-and-Pencil, Role Playing, Variable Player Powers",Wargames
2,4,90.0,11,41,5.40976,18784,3.5,60.0,"Area Movement, Card Drafting, Dice Rolling, Hand Management, Memory, Team-Based Game, Variable Player Powers","Customizable Games, Strategy Games"
4,8,52.64051998654941,0,112,5.271383747440475,18785,1.2,421.0,"Line Drawing, Team-Based Game",Unknown
2,4,20.0,3,43,4.7093,18786,1.0,49.0,Unknown,Children's Games
2,6,60.0,12,42,4.64286,18787,0.0,66.0,Unknown,Unknown
2,4,50.0,8,49,4.83102,18788,1.25,80.0,"Rock-Paper-Scissors, Tile Placement",Children's Games
2,6,0.0,7,31,4.14903,18789,1.2,88.0,Unknown,Children's Games
3,5,30.0,8,182,5.35681,18790,1.1111,442.0,Set Collection,Children's Games
2,12,45.0,13,79,5.12975,18791,1.4,212.0,Roll / Spin and Move,Unknown
2,5,20.0,8,213,5.34836,18792,1.1765,431.0,"Auction/Bidding, Hand Management, Set Collection, Simultaneous Action Selection",Children's Games
2,6,23.835278397847365,7,32,4.416928673690477,18793,1.0,111.0,Roll / Spin and Move,Children's Games
2,4,0.0,6,30,4.36667,18794,1.25,72.0,"Hand Management, Roll / Spin and Move",Children's Games
2,4,45.0,8,173,5.3263,18795,1.6,452.0,"Action Points, Campaign / Battle Card Driven, Hand Management, Modular Board, Pick-up and Deliver, Team-Based Game",Family Games
1,10,20.0,8,133,5.16026,18796,1.2778,440.0,Dice Rolling,Unknown
2,8,20.0,5,41,4.64829,18797,1.4,100.0,Unknown,Children's Games
2,4,10.0,6,63,4.83635,18798,1.25,270.0,Unknown,Children's Games
1,6,10.0,8,92,5.08142,18799,1.2727,318.0,Dice Rolling,Unknown
2,5,15.0,6,133,5.21761,18800,1.5,298.0,Pattern Recognition,"Abstract Games, Family Games"
2,2,20.0,8,41,4.62195,18801,1.25,97.0,Enclosure,Abstract Games
2,4,60.0,7,40,4.85,18802,2.0,102.0,Unknown,Children's Games
2,2,0.0,0,53,4.87925,18803,1.6667,214.0,Campaign / Battle Card Driven,Unknown
2,2,10.0,7,164,5.33604,18804,1.25,150.0,Unknown,"Abstract Games, Children's Games"
1,2,120.0,12,60,5.07517,18805,2.1111,149.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Zone of Control",Wargames
2,99,15.0,8,69,5.0413,18806,1.0,281.0,"Acting, Cooperative Game, Team-Based Game",Children's Games
3,5,45.0,8,64,4.90312,18807,1.7778,132.0,"Action Points, Area Majority / Influence, Area Movement, Auction/Bidding",Unknown
2,4,40.0,8,171,5.30474,18808,1.2667,433.0,"Roll / Spin and Move, Trading",Children's Games
2,6,30.0,6,69,5.07754,18809,1.0,207.0,Set Collection,Children's Games
2,2,210.25749321065032,12,146,5.3677118267658726,18810,3.1765,672.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Simulation",Wargames
2,4,20.0,6,30,4.33333,18811,1.0,121.0,Set Collection,Children's Games
2,4,45.0,10,42,4.56548,18812,1.0,114.0,"Roll / Spin and Move, Variable Player Powers",Abstract Games
1,4,10.0,3,66,4.96485,18813,1.0,175.0,Unknown,Children's Games
2,2,360.0,0,35,4.64057,18814,4.1111,133.0,"Dice Rolling, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation",Wargames
2,6,120.0,12,52,4.70192,18815,1.6667,117.0,"Dice Rolling, Hand Management",Wargames
2,4,90.0,10,382,5.42147,18816,2.1522,929.0,"Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game",Strategy Games
2,4,40.0,8,230,5.37236,18817,1.3529,646.0,"Memory, Roll / Spin and Move, Set Collection",Family Games
2,4,60.0,0,30,4.11667,18818,2.25,50.0,"Dice Rolling, Hexagon Grid, Paper-and-Pencil",Unknown
2,6,30.0,0,82,5.06402,18819,1.5,193.0,Cooperative Game,Unknown
2,4,20.0,7,39,4.47949,18820,1.5,147.0,Point to Point Movement,Children's Games
1,2,120.0,12,41,4.74634,18821,2.5714,224.0,"Dice Rolling, Hexagon Grid",Wargames
3,5,60.0,10,44,4.64818,18822,2.0,97.0,"Memory, Simultaneous Action Selection, Voting",Family Games
2,4,30.0,5,113,5.34168,18823,1.2,180.0,"Memory, Roll / Spin and Move, Set Collection",Children's Games
2,4,43.23835031626626,8,109,5.219107469801587,18824,1.7273,130.0,Secret Unit Deployment,Abstract Games
2,4,25.42022456679888,0,57,4.894076850674605,18825,1.0,100.0,Unknown,Children's Games
2,6,20.0,10,87,5.08046,18826,1.0,205.0,Trick-taking,Unknown
2,4,45.0,10,75,4.956,18827,1.5556,206.0,Roll / Spin and Move,Abstract Games
2,4,15.0,5,145,5.29379,18828,1.0,291.0,"Dice Rolling, Pattern Recognition",Children's Games
2,5,60.0,10,112,5.18574,18829,2.1905,247.0,Unknown,Unknown
1,2,27.068524531024533,7,99,5.192653166488097,18830,1.6667,136.0,Memory,Abstract Games
2,2,90.0,12,88,5.15795,18831,1.5,186.0,Hexagon Grid,Wargames
2,5,30.0,6,287,5.36875,18832,1.3333,601.0,"Card Drafting, Network and Route Building, Pattern Building",Children's Games
1,6,20.0,3,106,5.21132,18833,1.0,233.0,"Dice Rolling, Pattern Recognition, Tile Placement",Children's Games
2,6,60.0,10,747,5.46357,18834,1.4167,1604.0,"Take That, Variable Player Powers",Thematic Games
1,6,17.48852217356373,5,63,4.950367796011907,18835,1.0,200.0,Unknown,Children's Games
1,2,30.0,9,125,5.28128,18836,1.4167,377.0,Dice Rolling,Thematic Games
2,5,120.0,12,71,5.0507,18837,2.7778,242.0,Hexagon Grid,Wargames
2,4,30.0,8,229,5.36619,18838,1.8235,475.0,"Grid Movement, Race, Square Grid",Abstract Games
2,5,20.0,12,34,4.57941,18839,0.0,59.0,Hand Management,Unknown
2,4,60.0,8,57,4.80088,18840,1.8,191.0,Set Collection,Children's Games
2,5,30.0,16,42,4.64048,18841,2.0,91.0,Unknown,Unknown
2,4,48.71684478909081,10,87,5.156316550793651,18842,1.9091,106.0,"Hand Management, Take That, Variable Player Powers",Unknown
1,1,20.0,10,60,4.96,18843,1.125,72.0,"Dice Rolling, Paper-and-Pencil, Variable Player Powers",Abstract Games
2,4,60.0,8,34,4.57647,18844,2.0,171.0,"Hexagon Grid, Pick-up and Deliver, Roll / Spin and Move, Set Collection",Children's Games
2,2,10.0,6,43,4.65814,18845,1.0,55.0,Unknown,"Abstract Games, Children's Games"
2,5,30.0,15,89,5.13483,18846,1.0,170.0,Hand Management,Unknown
3,10,30.0,10,65,4.99675,18847,1.8571,219.0,"Hand Management, Set Collection",Unknown
2,4,20.0,8,45,4.69222,18848,2.0,137.0,"Dice Rolling, Point to Point Movement, Set Collection",Abstract Games
4,99,45.0,18,73,4.95274,18849,1.2,264.0,Unknown,Party Games
2,4,20.0,6,31,4.45161,18850,1.1667,75.0,Unknown,Children's Games
2,5,15.0,8,64,5.02812,18851,1.3,76.0,"Hand Management, Set Collection",Unknown
2,4,15.0,8,1266,5.52328,18852,1.4783,2154.0,Unknown,Family Games
2,8,30.0,10,161,5.27484,18853,1.2222,416.0,Unknown,Family Games
2,8,120.0,8,75,5.14587,18854,2.25,155.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Wargames
2,5,25.0,15,96,5.24294,18855,1.1429,214.0,"Set Collection, Variable Player Powers",Unknown
1,4,0.0,8,50,4.6868,18856,1.2,172.0,Roll / Spin and Move,Children's Games
2,5,15.0,10,498,5.46647,18857,1.1724,1073.0,Hand Management,Party Games
2,6,0.0,0,45,4.68333,18858,2.0,89.0,"Dice Rolling, Hand Management",Unknown
2,4,20.0,7,42,4.62667,18859,1.0,150.0,"Dice Rolling, Push Your Luck",Children's Games
3,6,50.24584910032315,16,155,5.34461570363095,18860,1.5,516.0,Roll / Spin and Move,Unknown
2,6,30.0,5,46,4.66739,18861,1.0,74.0,Roll / Spin and Move,Children's Games
2,6,90.0,7,208,5.34928,18862,1.8636,545.0,Roll / Spin and Move,Unknown
2,2,10.0,8,33,4.39333,18863,1.0,136.0,Unknown,Abstract Games
2,32,30.0,6,116,5.27414,18864,1.5714,308.0,Roll / Spin and Move,Unknown
2,4,20.0,8,59,4.8678,18865,1.0,202.0,"Roll / Spin and Move, Secret Unit Deployment","Abstract Games, Children's Games"
2,6,47.905627312475424,8,78,5.114324640119046,18866,1.2222,144.0,Unknown,Unknown
2,6,10.0,8,42,4.6169,18867,1.0,100.0,Hand Management,Unknown
1,1,240.0,12,54,4.98148,18868,2.7857,244.0,"Dice Rolling, Grid Movement, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Square Grid",Wargames
3,6,20.0,8,31,4.45161,18869,1.0,63.0,Set Collection,Unknown
2,4,30.0,0,78,5.06923,18870,1.0,165.0,"Dice Rolling, Push Your Luck, Roll / Spin and Move",Children's Games
2,2,60.0,12,81,5.09012,18871,1.8571,227.0,Hexagon Grid,Wargames
3,6,20.0,8,41,4.60056,18872,1.0,128.0,"Pattern Recognition, Set Collection, Simultaneous Action Selection",Children's Games
2,7,120.0,13,121,5.34562,18873,1.0,364.0,Player Elimination,Unknown
2,2,60.0,8,88,5.13318,18874,1.8571,188.0,Unknown,Unknown
2,6,0.0,10,35,4.37857,18875,1.0,97.0,Unknown,Unknown
2,4,10.0,5,46,4.71739,18876,1.0,66.0,Dice Rolling,Children's Games
2,5,45.0,10,89,5.16292,18877,2.625,138.0,"Auction/Bidding, Secret Unit Deployment, Variable Player Powers",Unknown
2,4,30.0,8,44,4.75,18878,0.0,4.0,"Betting and Bluffing, Hand Management",Children's Games
2,6,45.0,6,217,5.40415,18879,1.4737,748.0,Roll / Spin and Move,Family Games
1,2,15.0,6,98,5.09681,18880,1.1429,241.0,Unknown,Children's Games
2,6,20.0,10,34,4.46176,18881,1.0,145.0,Card Drafting,Unknown
2,6,30.0,7,91,5.08022,18882,1.0,255.0,"Pattern Building, Set Collection",Children's Games
2,3,81.66094912889857,12,39,4.648732477797619,18883,2.5,70.0,Square Grid,Wargames
2,4,45.0,8,66,4.91364,18884,2.1429,148.0,Unknown,Abstract Games
2,4,15.0,12,232,5.40431,18885,1.3235,244.0,"Card Drafting, Hand Management, Modular Board",Unknown
2,2,120.0,12,37,4.78378,18886,3.2857,131.0,"Dice Rolling, Point to Point Movement",Wargames
2,6,30.0,8,500,5.5218,18887,1.5161,1482.0,"Dice Rolling, Roll / Spin and Move","Family Games, Thematic Games"
3,5,45.0,10,88,5.05341,18888,1.25,251.0,"Memory, Point to Point Movement, Push Your Luck, Set Collection",Unknown
2,4,15.0,4,32,4.32812,18889,1.0,57.0,Roll / Spin and Move,Children's Games
2,4,0.0,6,43,4.84302,18890,1.0,145.0,Modular Board,Children's Games
2,4,20.0,4,88,5.09977,18891,1.0,239.0,Unknown,Children's Games
2,4,10.0,8,287,5.36704,18892,1.0909,1220.0,Unknown,Family Games
2,4,30.0,8,38,4.51974,18893,1.0,147.0,Roll / Spin and Move,Children's Games
2,2,20.0,7,205,5.44659,18894,1.75,531.0,Unknown,Thematic Games
2,4,30.0,8,37,4.49189,18895,1.8,81.0,"Area Movement, Modular Board",Children's Games
3,6,30.0,14,105,5.03986,18896,1.6667,419.0,Roll / Spin and Move,Unknown
2,4,30.0,7,143,5.28147,18897,1.3529,257.0,Unknown,Abstract Games
2,5,19.36908158523444,6,68,4.991845799742063,18898,1.0,215.0,"Pattern Recognition, Set Collection",Children's Games
3,30,60.0,18,59,4.72881,18899,1.0,104.0,Unknown,Unknown
2,6,10.0,8,149,5.28871,18900,1.5,619.0,"Hand Management, Paper-and-Pencil, Roll / Spin and Move",Unknown
2,6,35.810984481339744,10,31,4.333997220714286,18901,1.0,108.0,Unknown,Unknown
2,6,20.0,12,71,5.10563,18902,2.4444,201.0,Unknown,Unknown
2,10,30.0,17,51,4.90026,18903,1.0,205.0,"Card Drafting, Voting",Unknown
2,4,20.0,8,35,4.392,18904,1.3333,79.0,Modular Board,Children's Games
2,4,0.0,6,79,5.23797,18905,1.0,241.0,"Roll / Spin and Move, Take That",Children's Games
4,5,60.0,8,103,5.12408,18906,1.25,373.0,"Acting, Paper-and-Pencil, Team-Based Game",Unknown
2,4,15.0,3,163,5.30408,18907,1.0,349.0,Hand Management,Children's Games
2,4,45.204211543283456,10,82,5.0824578816269845,18908,1.7273,162.0,Dice Rolling,Abstract Games
2,6,30.0,7,33,4.29091,18909,2.0,53.0,Action Points,Children's Games
2,10,0.0,6,47,4.6734,18910,1.0,140.0,Unknown,Children's Games
2,8,30.0,10,79,4.99696,18911,1.7273,231.0,Unknown,Unknown
2,4,60.0,10,159,5.28113,18912,1.1333,337.0,"Dice Rolling, Point to Point Movement, Roll / Spin and Move, Semi-Cooperative Game",Wargames
2,6,180.0,18,349,5.56587,18913,1.4286,1161.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Party Games
2,4,5.0,13,31,4.16452,18914,1.3333,73.0,Unknown,Unknown
2,6,180.0,12,406,5.45547,18915,2.0851,833.0,"Commodity Speculation, Roll / Spin and Move, Trading, Variable Player Powers, Voting",Family Games
2,2,240.0,12,146,5.3839,18916,2.6522,609.0,Hexagon Grid,Wargames
2,4,10.0,8,39,4.5,18917,1.6667,139.0,Unknown,Children's Games
2,2,60.0,0,38,4.56579,18918,1.5,72.0,Unknown,Customizable Games
2,8,90.0,8,86,5.03954,18919,1.3333,234.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,2,10.0,10,48,4.65083,18920,1.0,165.0,Unknown,Abstract Games
2,6,120.0,8,68,4.90206,18921,1.1667,333.0,Roll / Spin and Move,Unknown
2,6,45.0,6,36,4.33333,18922,1.0,117.0,Role Playing,Children's Games
2,8,50.0,12,36,4.5,18923,2.0,99.0,"Dice Rolling, Hand Management, Modular Board, Variable Player Powers",Unknown
2,4,30.0,6,63,5.02937,18924,1.2,101.0,Roll / Spin and Move,Children's Games
1,6,45.0,10,30,4.21667,18925,2.0,39.0,"Card Drafting, Cooperative Game",Unknown
2,6,60.0,10,144,5.35625,18926,2.8,258.0,"Dice Rolling, Variable Player Powers",Customizable Games
2,2,30.0,12,83,5.05944,18927,1.7778,190.0,"Hand Management, Modular Board, Secret Unit Deployment, Take That",Abstract Games
2,6,0.0,6,45,4.54556,18928,1.2,104.0,Unknown,Children's Games
2,5,15.0,7,51,4.78157,18929,0.0,190.0,Simultaneous Action Selection,Children's Games
2,2,180.0,12,74,5.07095,18930,2.3846,278.0,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
2,10,46.46901295926296,8,32,4.288143818511908,18931,2.0,55.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Children's Games
2,4,30.0,10,267,5.34045,18932,1.4231,695.0,Tile Placement,Abstract Games
2,8,20.0,25,76,5.00066,18933,1.0,99.0,Dice Rolling,Unknown
2,2,60.0,10,53,4.76698,18934,2.0,116.0,Auction/Bidding,"Wargames, Customizable Games"
2,2,60.0,8,66,5.02682,18935,1.3333,118.0,"Hand Management, Rock-Paper-Scissors",Customizable Games
3,8,30.0,8,43,5.0093,18936,1.0,51.0,Voting,Children's Games
2,2,79.00702842296592,12,41,4.60799350315476,18937,2.2,80.0,"Action Points, Area Majority / Influence, Grid Movement, Hexagon Grid, Modular Board, Variable Player Powers",Wargames
3,8,40.04756505374095,13,68,5.015030597817461,18938,1.3333,185.0,"Storytelling, Voting",Party Games
3,6,40.0,8,79,4.86709,18939,1.0,206.0,"Betting and Bluffing, Dice Rolling, Roll / Spin and Move",Children's Games
2,4,0.0,4,61,4.81639,18940,1.0,151.0,Roll / Spin and Move,Children's Games
3,6,90.0,12,53,4.82075,18941,3.2,103.0,"Area Majority / Influence, Card Drafting, Variable Player Powers, Worker Placement",Unknown
2,4,30.0,5,31,4.23968,18942,0.0,89.0,"Roll / Spin and Move, Set Collection, Trading",Children's Games
2,3,0.0,12,41,4.4561,18943,1.0,142.0,Unknown,Unknown
2,6,45.0,13,31,4.08065,18944,2.0,117.0,"Dice Rolling, Hand Management",Unknown
2,2,90.0,12,97,5.11753,18945,2.0667,420.0,"Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Paper-and-Pencil, Simulation, Three Dimensional Movement, Variable Set-up",Wargames
3,4,30.0,18,105,5.1681,18946,1.1667,296.0,Unknown,Unknown
3,6,60.0,8,151,5.38574,18947,2.0,559.0,Unknown,Unknown
2,4,30.0,9,387,5.48179,18948,1.2812,695.0,"Roll / Spin and Move, Variable Player Powers",Family Games
3,6,30.0,0,56,4.72857,18949,1.5714,126.0,Take That,Unknown
1,4,20.0,5,79,4.94573,18950,1.0,256.0,"Memory, Pattern Recognition",Children's Games
2,4,26.785966313640653,7,52,4.73760373089286,18951,1.25,144.0,"Roll / Spin and Move, Set Collection","Abstract Games, Children's Games"
2,2,90.0,12,91,5.16923,18952,2.75,401.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
2,4,30.0,10,38,4.42368,18953,1.3333,262.0,"Dice Rolling, Point to Point Movement",Unknown
2,4,45.0,6,61,4.82787,18954,3.8889,260.0,"Dice Rolling, Memory",Abstract Games
2,4,25.6028911959457,8,42,4.613049632420638,18955,1.0,237.0,"Pattern Building, Tile Placement","Abstract Games, Children's Games"
2,4,60.0,8,52,4.7445,18956,1.25,184.0,Roll / Spin and Move,Children's Games
3,7,30.0,8,32,4.21094,18957,1.75,64.0,Hand Management,Children's Games
1,4,30.0,10,119,5.17454,18958,1.0,233.0,"Area Movement, Dice Rolling, Roll / Spin and Move, Take That",Abstract Games
1,6,120.0,10,204,5.31324,18959,2.4583,530.0,"Cooperative Game, Simultaneous Action Selection, Variable Player Powers",Wargames
1,6,120.0,12,47,4.47872,18960,3.0,147.0,"Action Points, Action Queue, Area Movement, Cooperative Game, Point to Point Movement, Variable Player Powers",Wargames
2,6,60.0,0,64,5.07422,18961,2.2222,59.0,"Pick-up and Deliver, Roll / Spin and Move",Unknown
2,6,120.0,8,76,5.03816,18962,1.2,143.0,Roll / Spin and Move,Wargames
2,4,240.0,15,63,4.89206,18963,3.1429,146.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
2,5,45.0,18,135,5.35185,18964,1.4,180.0,"Hand Management, Set Collection, Take That",Unknown
2,10,0.0,7,91,4.9967,18965,1.0,438.0,Unknown,Children's Games
2,6,30.0,12,73,4.96575,18966,1.1429,199.0,Unknown,Unknown
2,4,30.0,8,44,4.55114,18967,1.5,99.0,"Rock-Paper-Scissors, Variable Player Powers",Children's Games
2,6,44.78009735513026,12,47,4.597246002500001,18968,1.2,87.0,"Dice Rolling, Roll / Spin and Move",Unknown
3,5,90.0,10,62,4.93081,18969,2.875,210.0,"Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers",Unknown
1,12,60.0,0,188,5.41011,18970,2.04,694.0,Stock Holding,"Family Games, Strategy Games"
2,6,90.0,12,332,5.58449,18971,2.5357,796.0,"Dice Rolling, Grid Movement, Hand Management, Modular Board","Strategy Games, Thematic Games"
